Gene,Chr,Pos,. Genotypes
GRMZM2G002805,5,2379032,2
GRMZM2G002807,2,195920940,1
GRMZM2G002825,5,2364133,2
GRMZM2G002828,2,195917830,1
GRMZM2G002830,3,41472276,4
GRMZM2G002851,2,198024416,4
GRMZM2G002858,8,173412062,5
GRMZM2G002859,5,22603980,3
GRMZM2G002874,5,20763029,3
GRMZM2G002879,2,202641791,3
GRMZM2G002894,7,14325429,1
GRMZM2G002898,1,223822468,3
GRMZM2G002903,2,28564305,5
GRMZM2G002910,7,6418377,3
GRMZM2G002948,2,198019990,2
GRMZM2G002959,6,124146497,2
GRMZM2G002978,2,59356942,4
GRMZM2G002993,3,122512820,1
GRMZM2G002999,3,229251516,5
GRMZM2G003002,5,4101439,4
GRMZM2G003022,8,38521235,4
GRMZM2G003023,9,5349264,4
GRMZM2G003028,5,215924070,2
GRMZM2G003033,3,229247061,5
GRMZM2G003038,7,95538518,3
GRMZM2G003043,2,223975784,3
GRMZM2G003057,10,137751906,4
GRMZM2G003064,6,124141053,2
GRMZM2G003068,5,2358540,4
GRMZM2G003076,1,83827024,3
GRMZM2G003090,10,34930756,2
GRMZM2G003096,3,14337211,2
GRMZM2G003108,5,2350377,4
GRMZM2G003124,10,137742265,4
GRMZM2G003157,4,237260756,4
GRMZM2G003172,7,169963658,2
GRMZM2G003179,7,121410445,1
GRMZM2G003190,10,144982248,4
GRMZM2G003252,2,217330330,4
GRMZM2G003304,1,218716813,2
GRMZM2G003306,7,13578125,5
GRMZM2G003318,1,101267181,2
GRMZM2G003331,2,217335431,5
GRMZM2G003342,7,118618829,3
GRMZM2G003354,3,212244985,1
GRMZM2G003377,4,231411252,3
GRMZM2G003379,1,54186034,5
GRMZM2G003384,5,179392567,2
GRMZM2G003385,3,185837082,4
GRMZM2G003389,9,81742401,3
GRMZM2G003409,2,217343401,4
GRMZM2G003411,4,231403268,5
GRMZM2G003424,1,54127523,1
GRMZM2G003509,1,173228844,4
GRMZM2G003518,8,161625141,2
GRMZM2G003520,1,20106519,3
GRMZM2G003530,1,68438350,5
GRMZM2G003563,2,217356032,4
GRMZM2G003565,2,49056858,4
GRMZM2G003595,1,165944244,3
GRMZM2G003607,1,256287307,3
GRMZM2G003635,1,173219651,5
GRMZM2G003640,1,256296924,1
GRMZM2G003642,4,26396571,3
GRMZM2G003656,1,173212757,5
GRMZM2G003663,4,223107502,3
GRMZM2G003682,3,178099310,4
GRMZM2G003692,2,118076869,3
GRMZM2G003715,10,78128708,1
GRMZM2G003718,9,97424987,2
GRMZM2G003720,2,48998495,2
GRMZM2G003724,1,237458280,4
GRMZM2G003725,6,113781733,3
GRMZM2G003732,10,4638273,4
GRMZM2G003734,8,137771535,2
GRMZM2G003738,9,136378804,1
GRMZM2G003742,9,18953865,2
GRMZM2G003750,10,4665068,3
GRMZM2G003752,2,16220374,4
GRMZM2G003754,7,25805198,3
GRMZM2G003755,2,134133488,2
GRMZM2G003762,10,4673959,4
GRMZM2G003765,10,83417583,5
GRMZM2G003769,2,22950270,3
GRMZM2G003775,2,28131219,1
GRMZM2G003789,7,25812642,5
GRMZM2G003796,2,103532829,3
GRMZM2G003814,4,26402006,3
GRMZM2G003835,8,62554187,3
GRMZM2G003853,8,6858729,4
GRMZM2G003861,8,10284841,3
GRMZM2G003869,7,128140051,1
GRMZM2G003875,8,62555038,2
GRMZM2G003883,3,44223736,3
GRMZM2G003897,10,83447382,4
GRMZM2G003909,1,119412525,4
GRMZM2G003930,8,10288129,4
GRMZM2G003937,2,208205757,3
GRMZM2G003947,2,189937348,3
GRMZM2G003963,8,169088218,3
GRMZM2G003970,4,21221180,3
GRMZM2G003979,10,55464705,1
GRMZM2G003988,4,235683680,3
GRMZM2G003992,2,189275601,5
GRMZM2G004006,8,6855304,1
GRMZM2G004023,9,150715574,4
GRMZM2G004040,8,144484488,4
GRMZM2G004057,1,233889649,2
GRMZM2G004079,1,201191036,2
GRMZM2G004083,8,22174372,4
GRMZM2G004087,5,217276788,2
GRMZM2G004090,9,90131702,1
GRMZM2G004092,5,1675988,3
GRMZM2G004111,8,169891752,2
GRMZM2G004119,9,149281734,1
GRMZM2G004131,4,154046935,5
GRMZM2G004138,2,189276473,5
GRMZM2G004140,5,1682297,3
GRMZM2G004157,9,149278569,4
GRMZM2G004160,1,267162053,2
GRMZM2G004161,3,164974782,4
GRMZM2G004172,9,149277381,4
GRMZM2G004182,8,22170239,4
GRMZM2G004183,3,213606379,4
GRMZM2G004188,2,194440407,4
GRMZM2G004222,9,121602328,4
GRMZM2G004259,1,21461290,4
GRMZM2G004290,5,4204946,4
GRMZM2G004301,7,9256328,5
GRMZM2G004305,2,6466158,1
GRMZM2G004314,3,182426108,2
GRMZM2G004320,3,164967397,4
GRMZM2G004349,6,159995643,4
GRMZM2G004352,2,6470961,4
GRMZM2G004356,5,4218426,5
GRMZM2G004377,9,149247129,5
GRMZM2G004382,3,213624484,4
GRMZM2G004397,1,21465645,5
GRMZM2G004412,10,2986015,4
GRMZM2G004414,10,4682383,5
GRMZM2G004422,1,21470679,4
GRMZM2G004435,6,1239746,2
GRMZM2G004445,10,4690114,3
GRMZM2G004455,6,55137929,2
GRMZM2G004459,1,291788489,3
GRMZM2G004466,9,149247129,4
GRMZM2G004468,3,111082447,3
GRMZM2G004475,7,98408668,3
GRMZM2G004523,1,21472911,3
GRMZM2G004528,9,149239252,4
GRMZM2G004531,7,134099488,4
GRMZM2G004534,10,4694329,3
GRMZM2G004548,5,198819530,2
GRMZM2G004572,1,141071519,2
GRMZM2G004582,1,189481564,1
GRMZM2G004583,7,134086220,4
GRMZM2G004590,2,6484708,4
GRMZM2G004592,6,160000303,4
GRMZM2G004619,2,198722627,5
GRMZM2G004683,7,134085256,1
GRMZM2G004690,8,172008291,4
GRMZM2G004696,3,10073595,4
GRMZM2G004709,10,139858486,4
GRMZM2G004715,5,168665090,5
GRMZM2G004741,4,225993118,3
GRMZM2G004748,4,157609384,2
GRMZM2G004768,5,192259888,5
GRMZM2G004784,2,198717492,5
GRMZM2G004795,6,160014816,3
GRMZM2G004824,9,31044500,1
GRMZM2G004835,4,225978925,4
GRMZM2G004847,5,190211123,3
GRMZM2G004878,4,81250489,2
GRMZM2G004888,6,160016347,3
GRMZM2G004898,4,42257377,2
GRMZM2G004908,4,137593021,3
GRMZM2G004924,10,145739402,2
GRMZM2G004932,6,160034771,4
GRMZM2G004949,3,179226191,3
GRMZM2G004957,10,84229274,1
GRMZM2G004959,6,21975226,4
GRMZM2G004988,3,135302367,1
GRMZM2G004990,7,134080489,4
GRMZM2G004996,1,232176707,3
GRMZM2G004997,4,26293542,4
GRMZM2G005000,3,179219534,5
GRMZM2G005024,10,84233764,2
GRMZM2G005036,6,160041172,5
GRMZM2G005061,8,165530893,2
GRMZM2G005080,9,15995555,4
GRMZM2G005082,3,199622214,4
GRMZM2G005103,2,217277715,5
GRMZM2G005107,2,10370155,5
GRMZM2G005126,10,84239497,4
GRMZM2G005155,2,10367205,2
GRMZM2G005163,8,133188637,1
GRMZM2G005170,8,159406157,2
GRMZM2G005187,8,141996171,3
GRMZM2G005195,6,120502446,3
GRMZM2G005199,5,25480251,2
GRMZM2G005205,3,134764375,2
GRMZM2G005207,10,3993533,3
GRMZM2G005209,9,15991711,3
GRMZM2G005229,5,182013328,2
GRMZM2G005236,8,165542641,1
GRMZM2G005251,4,85027964,2
GRMZM2G005256,4,162763297,4
GRMZM2G005260,5,38152785,3
GRMZM2G005281,1,240664790,2
GRMZM2G005293,6,140784041,5
GRMZM2G005298,8,141990161,4
GRMZM2G005304,8,143154694,4
GRMZM2G005308,6,160047007,4
GRMZM2G005310,2,10340253,3
GRMZM2G005339,9,19290766,5
GRMZM2G005346,2,47158425,4
GRMZM2G005347,4,203231652,2
GRMZM2G005350,8,133183061,2
GRMZM2G005365,5,9244858,5
GRMZM2G005374,8,165557156,3
GRMZM2G005433,8,159388617,4
GRMZM2G005435,1,23244198,2
GRMZM2G005444,3,174534042,3
GRMZM2G005452,4,203279471,2
GRMZM2G005456,9,57349966,1
GRMZM2G005459,8,159380660,4
GRMZM2G005461,9,19289472,2
GRMZM2G005483,8,165581712,4
GRMZM2G005486,2,185110911,2
GRMZM2G005493,2,215658518,2
GRMZM2G005499,6,74958874,3
GRMZM2G005552,8,133179904,2
GRMZM2G005557,8,119902696,2
GRMZM2G005562,5,82555248,2
GRMZM2G005583,4,39327711,2
GRMZM2G005619,8,1516506,2
GRMZM2G005622,6,21941590,3
GRMZM2G005624,1,23244198,2
GRMZM2G005633,10,127370466,4
GRMZM2G005641,7,25494287,3
GRMZM2G005652,1,191090543,5
GRMZM2G005680,5,70149848,2
GRMZM2G005710,8,133177865,2
GRMZM2G005737,4,39330403,3
GRMZM2G005749,3,229996448,1
GRMZM2G005753,3,129558403,2
GRMZM2G005788,3,4062975,2
GRMZM2G005791,5,212998719,5
GRMZM2G005834,3,229996448,1
GRMZM2G005844,1,23216729,3
GRMZM2G005848,10,10796228,3
GRMZM2G005849,3,230001857,4
GRMZM2G005859,10,130510083,4
GRMZM2G005869,9,131566584,2
GRMZM2G005886,9,80938023,2
GRMZM2G005887,1,177027545,4
GRMZM2G005909,5,193656352,3
GRMZM2G005938,10,60227094,3
GRMZM2G005939,10,127361395,5
GRMZM2G005947,10,19579779,3
GRMZM2G005954,2,184000766,2
GRMZM2G005955,1,212353272,2
GRMZM2G005973,6,143134652,3
GRMZM2G005980,8,1523527,3
GRMZM2G005990,2,221313457,3
GRMZM2G005996,5,193652104,5
GRMZM2G005998,5,84252277,4
GRMZM2G006006,4,169435228,3
GRMZM2G006042,10,13783781,4
GRMZM2G006069,4,239686693,5
GRMZM2G006071,7,3163029,3
GRMZM2G006080,9,131576621,4
GRMZM2G006083,10,60481245,4
GRMZM2G006085,1,45905316,2
GRMZM2G006117,7,145772472,3
GRMZM2G006119,7,169215380,1
GRMZM2G006121,8,150448596,4
GRMZM2G006130,3,230006856,3
GRMZM2G006144,5,82557072,2
GRMZM2G006178,9,131582323,4
GRMZM2G006197,4,239682872,1
GRMZM2G006216,10,127357023,4
GRMZM2G006219,4,148424305,3
GRMZM2G006229,3,183383420,2
GRMZM2G006234,4,239680605,4
GRMZM2G006246,5,26314233,1
GRMZM2G006252,4,187990067,1
GRMZM2G006277,3,166019385,4
GRMZM2G006293,1,191263658,3
GRMZM2G006297,4,177043007,4
GRMZM2G006329,5,14471797,2
GRMZM2G006341,9,136514452,2
GRMZM2G006363,4,3892321,3
GRMZM2G006370,1,45920648,2
GRMZM2G006377,6,157582780,5
GRMZM2G006399,7,29171576,1
GRMZM2G006416,7,145765763,2
GRMZM2G006428,10,127344070,2
GRMZM2G006429,9,136553073,4
GRMZM2G006450,8,151310879,2
GRMZM2G006452,3,166017799,3
GRMZM2G006453,3,169577167,1
GRMZM2G006474,5,14472264,2
GRMZM2G006477,1,54346140,4
GRMZM2G006480,4,3889552,2
GRMZM2G006493,10,13002123,4
GRMZM2G006526,8,6480774,3
GRMZM2G006578,7,133129596,2
GRMZM2G006631,1,19100306,2
GRMZM2G006644,8,59131378,1
GRMZM2G006661,8,95013685,1
GRMZM2G006672,4,131010734,4
GRMZM2G006673,1,2858869,5
GRMZM2G006676,1,19104587,3
GRMZM2G006678,2,176076126,3
GRMZM2G006704,1,147197380,3
GRMZM2G006707,5,181640895,3
GRMZM2G006714,9,136558498,2
GRMZM2G006732,7,173040964,3
GRMZM2G006745,8,95022948,2
GRMZM2G006753,3,141490549,1
GRMZM2G006762,4,185441409,2
GRMZM2G006763,3,181505973,1
GRMZM2G006780,4,203536502,2
GRMZM2G006781,1,19944388,4
GRMZM2G006790,9,102784920,4
GRMZM2G006791,5,172392092,5
GRMZM2G006806,3,141486865,4
GRMZM2G006871,10,94053323,2
GRMZM2G006894,10,146180074,4
GRMZM2G006937,5,78296568,1
GRMZM2G006942,7,158460218,4
GRMZM2G006943,7,97893215,2
GRMZM2G006948,10,124525450,2
GRMZM2G006977,1,22379568,5
GRMZM2G006981,1,45942055,4
GRMZM2G007021,8,25121904,1
GRMZM2G007025,1,2875997,2
GRMZM2G007028,2,225825416,2
GRMZM2G007038,6,141689950,3
GRMZM2G007055,1,38870244,3
GRMZM2G007057,8,3195789,3
GRMZM2G007060,2,208577390,5
GRMZM2G007063,5,4254019,4
GRMZM2G007080,1,45943623,4
GRMZM2G007103,9,122826982,3
GRMZM2G007120,10,120674487,2
GRMZM2G007130,1,22374800,1
GRMZM2G007134,9,150769855,1
GRMZM2G007137,2,219293121,5
GRMZM2G007140,10,60749768,2
GRMZM2G007157,2,10000145,5
GRMZM2G007160,3,170441401,4
GRMZM2G007188,1,22773451,1
GRMZM2G007190,7,148591100,2
GRMZM2G007195,6,138247900,5
GRMZM2G007206,1,45949132,4
GRMZM2G007248,10,61495137,2
GRMZM2G007256,2,9996812,1
GRMZM2G007258,8,3198307,4
GRMZM2G007260,5,4495278,4
GRMZM2G007276,8,116781315,3
GRMZM2G007277,4,204714062,1
GRMZM2G007283,2,150703575,4
GRMZM2G007288,5,144580687,2
GRMZM2G007324,2,208999221,2
GRMZM2G007339,3,206415018,3
GRMZM2G007347,1,22744626,1
GRMZM2G007381,1,180012865,3
GRMZM2G007384,8,105780118,1
GRMZM2G007385,5,171878887,2
GRMZM2G007399,1,279680612,1
GRMZM2G007404,8,87034215,5
GRMZM2G007406,9,140949474,3
GRMZM2G007453,2,9985045,4
GRMZM2G007466,5,183121294,4
GRMZM2G007475,9,136923988,3
GRMZM2G007486,1,22738685,1
GRMZM2G007489,6,71233929,5
GRMZM2G007514,9,136919125,1
GRMZM2G007546,2,56437924,2
GRMZM2G007555,1,167197652,2
GRMZM2G007587,4,36516237,3
GRMZM2G007590,9,136905692,5
GRMZM2G007630,8,149039685,2
GRMZM2G007647,5,183145354,3
GRMZM2G007651,7,159895211,2
GRMZM2G007659,3,178059724,4
GRMZM2G007675,1,300634809,2
GRMZM2G007681,1,188719676,1
GRMZM2G007695,5,4269344,3
GRMZM2G007721,10,98697889,4
GRMZM2G007729,4,179822660,2
GRMZM2G007734,4,28919340,4
GRMZM2G007736,4,61409330,3
GRMZM2G007791,2,9971775,4
GRMZM2G007801,9,15916982,3
GRMZM2G007810,5,15696789,5
GRMZM2G007835,5,183152547,3
GRMZM2G007848,8,149036452,2
GRMZM2G007854,4,227702420,3
GRMZM2G007867,5,4276182,5
GRMZM2G007871,2,81808233,3
GRMZM2G007885,2,190847958,4
GRMZM2G007899,10,139840378,4
GRMZM2G007907,5,4502870,2
GRMZM2G007909,7,159863259,2
GRMZM2G007914,2,9966474,5
GRMZM2G007915,8,3047093,3
GRMZM2G007922,9,128960143,3
GRMZM2G007933,6,86049611,2
GRMZM2G007939,1,95189435,3
GRMZM2G007957,9,14907975,2
GRMZM2G007981,4,36492694,4
GRMZM2G008058,2,236663897,4
GRMZM2G008060,2,9962574,4
GRMZM2G008061,7,3190302,5
GRMZM2G008064,1,6422874,1
GRMZM2G008095,2,214149303,2
GRMZM2G008106,4,201732626,5
GRMZM2G008123,3,106957725,2
GRMZM2G008152,9,14904755,3
GRMZM2G008166,6,111707895,4
GRMZM2G008175,4,94292127,1
GRMZM2G008209,10,71178360,3
GRMZM2G008216,2,170224662,3
GRMZM2G008226,1,218566022,4
GRMZM2G008232,7,172205921,1
GRMZM2G008242,5,212647380,4
GRMZM2G008250,1,174845983,1
GRMZM2G008252,6,128483844,4
GRMZM2G008259,4,11389631,4
GRMZM2G008263,7,34872740,3
GRMZM2G008271,10,80848972,1
GRMZM2G008273,4,37105463,4
GRMZM2G008290,1,237657410,5
GRMZM2G008309,7,157680787,2
GRMZM2G008327,1,3878526,3
GRMZM2G008369,4,1092222,2
GRMZM2G008403,10,80864689,2
GRMZM2G008410,4,170332976,2
GRMZM2G008425,9,79412290,4
GRMZM2G008456,6,109592528,2
GRMZM2G008464,8,80681692,1
GRMZM2G008482,4,37102687,1
GRMZM2G008490,1,50680007,2
GRMZM2G008501,1,54463708,4
GRMZM2G008513,3,7974931,2
GRMZM2G008556,6,115639714,3
GRMZM2G008558,6,109600261,2
GRMZM2G008593,5,129223679,2
GRMZM2G008607,1,234307937,3
GRMZM2G008622,10,148235075,1
GRMZM2G008623,2,213842774,4
GRMZM2G008638,9,147841684,4
GRMZM2G008649,2,115064297,2
GRMZM2G008665,7,162709786,4
GRMZM2G008687,7,156501115,2
GRMZM2G008710,1,3885090,4
GRMZM2G008714,10,148232915,3
GRMZM2G008715,5,214505645,2
GRMZM2G008726,3,204287716,3
GRMZM2G008728,5,214502002,1
GRMZM2G008748,4,128264579,2
GRMZM2G008751,9,147819283,3
GRMZM2G008764,3,204281808,1
GRMZM2G008765,2,232394254,3
GRMZM2G008773,1,3889973,1
GRMZM2G008792,2,27546410,3
GRMZM2G008819,4,179792825,3
GRMZM2G008859,4,234572327,1
GRMZM2G008862,2,232388112,4
GRMZM2G008892,2,27590606,2
GRMZM2G008898,2,232381186,2
GRMZM2G008913,4,29933995,1
GRMZM2G008919,2,232371065,4
GRMZM2G008972,5,29445445,3
GRMZM2G009009,1,189190042,2
GRMZM2G009014,1,8519196,4
GRMZM2G009021,7,171180711,4
GRMZM2G009025,6,4016057,5
GRMZM2G009030,7,102007990,4
GRMZM2G009060,1,52394871,2
GRMZM2G009070,9,117349857,2
GRMZM2G009080,6,84050718,2
GRMZM2G009091,7,117979184,2
GRMZM2G009136,2,178879539,4
GRMZM2G009144,7,153842006,3
GRMZM2G009163,9,125898736,2
GRMZM2G009166,7,125118962,2
GRMZM2G009208,2,22105583,5
GRMZM2G009214,4,41890426,2
GRMZM2G009223,7,153821841,2
GRMZM2G009253,1,52457497,4
GRMZM2G009265,7,171188437,2
GRMZM2G009282,3,22816366,5
GRMZM2G009320,7,164954655,1
GRMZM2G009326,1,18697667,3
GRMZM2G009335,9,82282626,2
GRMZM2G009344,2,187678909,1
GRMZM2G009353,10,63557966,1
GRMZM2G009365,5,74510867,4
GRMZM2G009368,1,264266803,3
GRMZM2G009387,4,18022144,4
GRMZM2G009412,7,153816931,3
GRMZM2G009413,2,3708094,3
GRMZM2G009442,1,267577913,1
GRMZM2G009443,10,35590214,3
GRMZM2G009448,10,17607004,3
GRMZM2G009464,3,109176807,2
GRMZM2G009465,1,120194123,4
GRMZM2G009478,2,188529995,4
GRMZM2G009489,5,74545809,2
GRMZM2G009506,5,201936960,1
GRMZM2G009519,2,68277688,2
GRMZM2G009530,1,177032959,3
GRMZM2G009538,7,164949787,2
GRMZM2G009544,1,267568826,5
GRMZM2G009563,4,194214320,3
GRMZM2G009571,2,216549419,4
GRMZM2G009575,7,69787322,3
GRMZM2G009591,1,242912207,2
GRMZM2G009593,3,87799003,5
GRMZM2G009598,1,292102869,1
GRMZM2G009626,2,157630231,2
GRMZM2G009627,6,2038867,2
GRMZM2G009638,1,26150125,5
GRMZM2G009653,2,3697065,3
GRMZM2G009655,1,123753345,2
GRMZM2G009661,6,6432127,1
GRMZM2G009681,10,57542830,1
GRMZM2G009683,6,114441113,1
GRMZM2G009690,1,52467393,3
GRMZM2G009703,6,110606735,1
GRMZM2G009715,3,87782896,5
GRMZM2G009717,6,157983486,4
GRMZM2G009719,8,36506479,4
GRMZM2G009724,9,110569228,2
GRMZM2G009735,1,226926300,2
GRMZM2G009785,5,133501997,4
GRMZM2G009794,8,168952801,3
GRMZM2G009795,10,17601753,4
GRMZM2G009808,9,151763820,5
GRMZM2G009843,1,276204067,5
GRMZM2G009849,3,186189082,1
GRMZM2G009854,4,12298145,4
GRMZM2G009871,4,237042360,4
GRMZM2G009876,2,216550636,4
GRMZM2G009888,10,117785671,4
GRMZM2G009892,2,41885914,1
GRMZM2G009894,8,36503809,2
GRMZM2G009895,1,275385272,1
GRMZM2G009901,1,290201408,1
GRMZM2G009913,5,123897368,2
GRMZM2G009928,5,3952956,5
GRMZM2G009936,8,116533044,3
GRMZM2G009940,7,54632831,3
GRMZM2G009948,2,42234716,3
GRMZM2G009958,1,280581593,3
GRMZM2G009968,8,118325615,2
GRMZM2G009994,2,2540195,2
GRMZM2G009995,9,88734167,3
GRMZM2G010017,9,151816489,3
GRMZM2G010037,1,276209515,3
GRMZM2G010044,4,238877220,4
GRMZM2G010046,10,117795247,2
GRMZM2G010052,1,276211919,1
GRMZM2G010054,1,267609626,1
GRMZM2G010056,4,12048932,3
GRMZM2G010065,8,159992278,4
GRMZM2G010075,5,142480247,1
GRMZM2G010085,3,68364670,3
GRMZM2G010097,4,235742829,4
GRMZM2G010105,8,164356922,1
GRMZM2G010136,2,216554996,5
GRMZM2G010142,7,167715525,3
GRMZM2G010146,5,14805358,4
GRMZM2G010152,4,235734200,4
GRMZM2G010156,6,75154621,1
GRMZM2G010176,8,159992278,4
GRMZM2G010196,1,54599416,2
GRMZM2G010202,8,159980179,4
GRMZM2G010221,4,235724414,4
GRMZM2G010235,5,164481053,4
GRMZM2G010238,2,41898496,3
GRMZM2G010257,2,2547696,3
GRMZM2G010290,10,137205865,3
GRMZM2G010298,7,151508971,2
GRMZM2G010302,6,146978051,2
GRMZM2G010306,3,197386978,3
GRMZM2G010315,8,14100208,2
GRMZM2G010321,5,84934416,2
GRMZM2G010323,10,117899086,3
GRMZM2G010328,1,46860649,1
GRMZM2G010342,7,171240724,4
GRMZM2G010348,8,103312292,4
GRMZM2G010349,6,162383578,2
GRMZM2G010351,3,143623095,1
GRMZM2G010353,1,286327252,2
GRMZM2G010357,6,155133826,3
GRMZM2G010362,1,231480392,4
GRMZM2G010363,2,154602029,3
GRMZM2G010389,7,104754182,4
GRMZM2G010422,8,14097830,4
GRMZM2G010435,2,2549232,4
GRMZM2G010447,3,186215438,4
GRMZM2G010452,8,115787966,3
GRMZM2G010460,3,1686614,4
GRMZM2G010466,4,240224356,1
GRMZM2G010468,8,170446394,2
GRMZM2G010474,2,6571093,2
GRMZM2G010490,9,151820022,3
GRMZM2G010505,2,216593784,4
GRMZM2G010545,1,46840633,1
GRMZM2G010551,2,216599365,4
GRMZM2G010555,2,2675645,3
GRMZM2G010596,8,27214117,4
GRMZM2G010599,10,106247959,2
GRMZM2G010628,3,125477966,4
GRMZM2G010637,9,37286602,5
GRMZM2G010649,9,25591032,4
GRMZM2G010657,1,53823111,3
GRMZM2G010664,3,227359520,4
GRMZM2G010669,10,30865624,1
GRMZM2G010673,5,196761770,1
GRMZM2G010693,3,12422317,5
GRMZM2G010714,7,150022242,3
GRMZM2G010740,9,23059325,2
GRMZM2G010745,5,196787240,4
GRMZM2G010762,3,197407012,3
GRMZM2G010768,9,23063831,1
GRMZM2G010775,3,140410060,3
GRMZM2G010783,2,216607825,4
GRMZM2G010797,10,117989668,3
GRMZM2G010801,5,8280807,4
GRMZM2G010804,3,197416846,4
GRMZM2G010831,1,246399443,3
GRMZM2G010836,8,138025036,2
GRMZM2G010855,1,39139698,5
GRMZM2G010861,5,1603319,2
GRMZM2G010863,9,102493263,2
GRMZM2G010868,3,230607027,3
GRMZM2G010871,1,239618887,3
GRMZM2G010892,2,7274850,3
GRMZM2G010909,1,46736978,4
GRMZM2G010927,8,121669693,2
GRMZM2G010933,4,174039174,4
GRMZM2G010936,3,197420417,1
GRMZM2G010937,4,163844157,3
GRMZM2G010941,2,203773029,1
GRMZM2G010944,5,77754762,2
GRMZM2G010953,6,167703018,4
GRMZM2G010973,5,196797541,4
GRMZM2G010987,8,152748884,2
GRMZM2G010991,2,216610875,5
GRMZM2G011006,5,196801072,2
GRMZM2G011015,4,163855133,4
GRMZM2G011030,7,105764869,1
GRMZM2G011031,8,14071957,3
GRMZM2G011068,6,160346697,5
GRMZM2G011071,9,138708169,5
GRMZM2G011078,1,246406636,4
GRMZM2G011079,8,27216765,2
GRMZM2G011085,4,163642780,2
GRMZM2G011098,5,11390797,4
GRMZM2G011101,3,47448698,3
GRMZM2G011129,7,46478627,2
GRMZM2G011136,10,13642176,4
GRMZM2G011141,10,22754279,3
GRMZM2G011160,5,157111425,2
GRMZM2G011169,6,150522721,4
GRMZM2G011173,4,189041607,4
GRMZM2G011213,8,14069043,4
GRMZM2G011218,4,174053385,3
GRMZM2G011219,5,11394637,3
GRMZM2G011222,6,150528502,2
GRMZM2G011240,1,56761637,1
GRMZM2G011253,4,163639452,4
GRMZM2G011269,1,246464542,4
GRMZM2G011314,7,5612721,5
GRMZM2G011315,2,220496131,5
GRMZM2G011319,6,75397730,5
GRMZM2G011347,3,217664260,5
GRMZM2G011364,4,5702989,4
GRMZM2G011404,2,220515086,4
GRMZM2G011436,3,24219961,3
GRMZM2G011456,5,77757517,4
GRMZM2G011469,4,182946416,2
GRMZM2G011473,4,193505399,4
GRMZM2G011479,3,170535732,3
GRMZM2G011491,8,128128206,2
GRMZM2G011513,10,148535566,4
GRMZM2G011518,1,106903472,4
GRMZM2G011523,3,23904616,3
GRMZM2G011526,7,94202875,2
GRMZM2G011541,3,184000144,3
GRMZM2G011553,3,1678889,2
GRMZM2G011559,1,246475121,2
GRMZM2G011575,2,219236367,5
GRMZM2G011588,1,256487875,4
GRMZM2G011592,3,227190042,5
GRMZM2G011608,3,230653373,5
GRMZM2G011615,6,131090350,4
GRMZM2G011627,5,163229530,5
GRMZM2G011631,5,164342925,1
GRMZM2G011636,3,1673703,4
GRMZM2G011655,6,55648331,3
GRMZM2G011662,6,165350347,4
GRMZM2G011731,3,170547552,4
GRMZM2G011742,7,8701381,5
GRMZM2G011743,10,148547046,4
GRMZM2G011746,10,13607986,5
GRMZM2G011777,5,136956167,5
GRMZM2G011784,2,169060470,1
GRMZM2G011800,7,5087289,4
GRMZM2G011806,4,61717810,3
GRMZM2G011858,7,5095276,3
GRMZM2G011878,3,230670181,1
GRMZM2G011893,6,55386085,2
GRMZM2G011896,4,10032144,2
GRMZM2G011912,1,246485260,3
GRMZM2G011915,6,55674209,3
GRMZM2G011919,4,188520118,1
GRMZM2G011923,1,298738533,4
GRMZM2G011932,6,165343419,4
GRMZM2G011980,3,230686509,1
GRMZM2G011998,5,65122984,1
GRMZM2G012021,6,139979916,4
GRMZM2G012030,5,33291974,4
GRMZM2G012031,7,5127062,4
GRMZM2G012041,9,96232530,3
GRMZM2G012044,5,204318315,3
GRMZM2G012046,5,160659307,3
GRMZM2G012052,6,151770338,2
GRMZM2G012071,1,246539728,4
GRMZM2G012088,2,8551665,3
GRMZM2G012119,1,246547973,4
GRMZM2G012123,1,193033161,3
GRMZM2G012126,1,29354816,1
GRMZM2G012156,1,167517455,4
GRMZM2G012160,8,171413179,1
GRMZM2G012174,3,200758517,2
GRMZM2G012176,10,38474215,2
GRMZM2G012178,5,209568705,4
GRMZM2G012200,5,134792368,4
GRMZM2G012209,5,39870772,2
GRMZM2G012213,5,204315371,3
GRMZM2G012216,1,16200148,2
GRMZM2G012220,6,139998697,4
GRMZM2G012224,1,290523271,5
GRMZM2G012229,5,1060991,3
GRMZM2G012233,3,208889458,2
GRMZM2G012262,4,237032134,2
GRMZM2G012276,6,107735532,1
GRMZM2G012280,1,293223001,4
GRMZM2G012284,6,63265788,2
GRMZM2G012306,1,106896557,3
GRMZM2G012319,1,38539027,5
GRMZM2G012326,2,234206870,4
GRMZM2G012340,4,233085661,2
GRMZM2G012342,9,96225450,3
GRMZM2G012391,4,187355764,4
GRMZM2G012393,4,233068327,4
GRMZM2G012399,5,207993990,3
GRMZM2G012404,2,42358578,1
GRMZM2G012413,7,147380044,4
GRMZM2G012416,4,204062829,2
GRMZM2G012434,1,106844787,4
GRMZM2G012453,1,193042542,3
GRMZM2G012479,6,106959694,1
GRMZM2G012501,1,30755724,3
GRMZM2G012566,1,38548989,4
GRMZM2G012584,8,131678907,2
GRMZM2G012600,3,133088746,1
GRMZM2G012601,8,44555712,3
GRMZM2G012628,2,8579516,3
