name2	S	ThetaW	ThetaPi	ThetaH	TajD	seqbp
AC196417.3_FG008	4	0.837825	0.684538	0.0298368	-0.390898	59
AC196420.4_FG002	2	0.416328	0.0579832	NA	-1.4264	98
AC196426.3_FG007	9	1.89427	1.32851	4.51483	-0.799346	496
AC196433.2_FG004	26	5.44973	6.70858	13.2122	0.730557	348
AC196437.3_FG001	17	3.62545	2.2498	0.023793	-1.15665	246
AC196465.3_FG002	17	3.5578	5.14399	6.22073	1.33367	148
AC196475.3_FG004	4	0.847612	1.31637	0.869609	1.19537	215
AC196489.3_FG002	5	1.05202	1.78466	0.599927	1.60092	114
AC196637.2_FG002	2	0.416328	0.220177	1.86505	-0.780784	232
AC196708.3_FG006	1	0.225329	0.467199	0	1.44254	85
AC196779.3_FG003	0	0	0	NA	NA	115
AC196789.3_FG001	17	3.74351	4.88389	NA	0.958828	262
AC196956.3_FG003	1	0.207531	0.0285714	1.97143	-1.06734	208
AC196961.2_FG003	2	0.423051	0.540651	NA	0.468108	80
AC196971.3_FG002	11	2.30906	2.85844	8.53016	0.662327	445
AC196974.3_FG008	2	0.464799	0.535424	NA	0.281124	134
AC196978.5_FG001	17	3.6151	4.23322	2.38039	0.519708	472
AC196978.5_FG002	2	0.432058	0.658802	0.0217786	0.902564	142
AC196978.5_FG007	0	0	0	NA	NA	118
AC197034.3_FG003	6	1.27086	1.71013	2.5597	0.842276	84
AC197047.3_FG001	2	0.42161	0.775902	NA	1.41027	30
AC197056.3_FG005	8	1.70124	0.739738	5.51065	-1.48765	377
AC197075.3_FG006	4	0.86491	1.07345	1.23684	0.531811	133
AC197118.3_FG005	7	1.46892	0.5943	1.70644	-1.49684	268
AC197122.3_FG003	7	1.47369	2.05605	0.765316	0.996665	409
AC197143.3_FG007	0	0	0	NA	NA	171
AC197145.4_FG003	0	0	0	0	NA	212
AC197146.3_FG001	13	2.74531	3.78834	9.30846	1.09784	429
AC197146.3_FG002	3	0.626444	0.788786	NA	0.500999	148
AC197146.3_FG003	21	4.61969	5.1344	10.9553	0.360671	191
AC197150.3_FG003	9	1.89868	3.33509	4.46268	2.02947	513
AC197151.3_FG003	1	0.225329	0.336879	0.0886525	0.665303	89
AC197229.3_FG004	1	0.217694	0.362987	NA	0.866547	110
AC197230.3_FG001	0	0	0	NA	NA	29
AC197246.3_FG001	7	1.4618	1.89354	1.89331	0.738894	147
AC197246.3_FG002	7	1.49729	1.67966	0.4787	0.312117	204
AC197246.3_FG003	8	1.67048	1.62814	3.37203	-0.0655103	86
AC197264.3_FG005	3	0.636606	0.216187	3.74561	-1.29744	417
AC197266.3_FG010	6	1.26225	2.27177	NA	1.93572	141
AC197326.4_FG003	1	0.208796	0.112379	0.00702371	-0.575044	193
AC197541.3_FG004	7	1.4874	2.00539	0.321152	0.88649	213
AC197545.3_FG002	11	2.32297	2.56352	0.54307	0.290006	300
AC197555.3_FG008	3	0.663891	1.05807	0.31448	1.21646	80
AC197575.3_FG008	8	1.71584	2.31851	NA	0.932448	51
AC197578.4_FG001	0	0	0	0	NA	421
AC197578.4_FG003	1	0.208796	0.444249	0	1.40427	161
AC197666.4_FG005	5	1.05799	1.68502	1.17257	1.37014	67
AC197672.3_FG002	23	4.842	3.81362	13.7764	-0.665346	1580
AC197699.3_FG002	21	4.4381	5.5387	6.35739	0.771211	398
AC197699.3_FG003	20	4.29005	4.62109	6.89201	0.242026	459
AC197699.3_FG007	2	0.435476	0.174245	1.96552	-1.03984	176
AC197699.3_FG008	0	0	0	NA	NA	30
AC197705.4_FG001	8	1.68653	2.87431	0.814597	1.83775	398
AC197705.4_FG003	2	0.42781	0.575957	0.571096	0.589706	100
AC197705.4_FG006	12	2.52124	4.06024	4.42485	1.72943	368
AC197705.4_FG007	19	3.97701	5.8215	8.92957	1.40977	389
AC197705.4_FG008	3	0.630348	0.880186	NA	0.771019	230
AC197705.4_FG011	15	3.16736	2.30244	6.00982	-0.808364	566
AC197709.3_FG004	0	0	0	NA	NA	46
AC197717.3_FG002	7	1.49137	2.2016	1.41186	1.21549	286
AC197718.3_FG002	1	0.214445	0.0333333	1.96667	-1.08017	44
AC197758.3_FG004	4	0.844137	0.924932	1.52493	0.206036	245
AC197764.4_FG003	4	0.851539	1.54285	NA	1.76291	146
AC197779.3_FG001	2	0.416328	0.086517	0.00217	-1.31282	259
AC197901.3_FG003	0	0	0	NA	NA	85
AC197919.2_FG001	1	0.214445	0.126554	0.00903955	-0.524194	89
AC198122.3_FG002	2	0.448831	0.262249	NA	-0.742695	226
AC198131.4_FG008	6	1.28432	0.416392	0.00751987	-1.66424	127
AC198169.4_FG004	12	2.50715	1.76259	4.17513	-0.836686	428
AC198174.4_FG001	3	0.644918	0.292818	NA	-1.0866	367
AC198175.3_FG003	2	0.431413	0.890045	0.635143	1.8256	141
AC198179.4_FG001	3	0.646658	1.26826	NA	1.9183	177
AC198206.5_FG001	0	0	0	0	NA	337
AC198223.3_FG001	4	0.839203	1.47395	NA	1.61866	79
AC198230.4_FG003	1	0.211494	0.197917	NA	-0.080977	41
AC198324.3_FG003	3	0.653339	0.34039	NA	-0.96578	167
AC198353.5_FG001	15	3.15912	3.03174	7.44372	-0.119049	341
AC198353.5_FG004	4	0.857284	0.39525	3.42619	-1.17824	363
AC198357.3_FG002	10	2.20346	2.77325	0.118704	0.741145	63
AC198361.3_FG004	1	0.207531	0.0285714	0.000414079	-1.06734	332
AC198379.3_FG006	10	2.16803	2.44539	2.98747	0.36077	120
AC198393.3_FG001	1	0.207531	0.0832298	NA	-0.741349	159
AC198403.3_FG001	2	0.438264	0.819952	0.646277	1.51932	75
AC198403.3_FG002	2	0.42356	0.12839	NA	-1.17493	57
AC198494.3_FG002	2	0.424429	0.25448	NA	-0.676487	104
AC198506.3_FG001	1	0.214445	0.325424	NA	0.661891	277
AC198515.3_FG011	11	2.3105	2.48047	1.43197	0.204917	519
AC198518.3_FG002	0	0	0	NA	NA	141
AC198518.3_FG003	3	0.631848	0.316576	1.68745	-0.97295	247
AC198518.3_FG004	0	0	0	NA	NA	143
AC198603.3_FG008	1	0.210116	0.428904	NA	1.30488	78
AC198608.3_FG003	5	1.05563	0.82726	3.06397	-0.49902	211
AC198700.2_FG004	4	0.841901	1.35406	0.476852	1.30606	224
AC198725.4_FG004	10	2.14323	2.92773	NA	1.02043	148
AC198725.4_FG007	35	7.43467	8.72189	11.9292	0.571014	687
AC198725.4_FG009	12	2.52971	2.73959	6.18663	0.235849	242
AC198743.3_FG008	1	0.211494	0.0615079	NA	-0.894535	89
AC198752.4_FG003	2	0.435742	0.350075	NA	-0.340998	321
AC198752.4_FG004	0	0	0	NA	NA	100
AC198787.3_FG004	0	0	0	NA	NA	22
AC198937.4_FG003	7	1.46829	1.97132	0.99797	0.860894	207
AC198937.4_FG004	1	0.210116	0.115618	0.00745921	-0.563599	84
AC198937.4_FG005	8	1.68429	1.77881	3.70397	0.14625	246
AC198937.4_FG006	6	1.24519	1.97019	0.310145	1.39017	144
AC198940.4_FG008	4	0.83656	1.04854	NA	0.540567	165
AC198979.4_FG009	2	0.433892	0.530247	NA	0.383544	81
AC198993.3_FG004	4	0.843738	1.13365	NA	0.739319	203
AC199039.3_FG003	2	0.42781	0.761988	0.284166	1.33021	230
AC199067.2_FG004	2	0.418913	0.66432	0.684474	0.976853	172
AC199068.2_FG017	2	0.421732	0.697889	1.21794	1.09925	154
AC199173.3_FG006	7	1.4686	2.52421	2.558	1.80659	239
AC199175.2_FG006	1	0.2324	0.315912	NA	0.498076	56
AC199193.3_FG003	1	0.210116	0.167832	0.0167832	-0.252186	262
AC199204.3_FG002	8	1.78165	1.42219	3.67019	-0.556164	151
AC199204.3_FG005	5	1.04955	1.18041	NA	0.285948	117
AC199315.4_FG001	4	0.841842	1.88174	1.19394	2.65186	63
AC199343.3_FG013	5	1.06633	1.57205	1.87827	1.10507	313
AC199349.2_FG007	3	0.66301	0.627776	NA	-0.108733	118
AC199363.4_FG003	4	0.845976	1.37698	3.5754	1.35413	207
AC199364.3_FG001	1	0.208796	0.0294118	1.97059	-1.06987	349
AC199371.3_FG001	4	0.847876	1.00478	0.997606	0.40012	202
AC199439.4_FG005	0	0	0	NA	NA	100
AC199481.3_FG001	0	0	0	NA	NA	100
AC199517.4_FG001	1	0.2324	0.470383	NA	1.41936	56
AC199526.5_FG002	5	1.07865	1.90006	0.799396	1.79489	276
AC199526.5_FG003	11	2.30105	2.86496	4.94876	0.67984	322
AC199526.5_FG004	2	0.428964	0.586186	NA	0.625826	220
AC199539.3_FG006	4	0.840757	0.437463	7.14984	-1.02844	803
AC199541.4_FG007	4	0.836506	0.422272	1.91175	-1.05634	338
AC199543.4_FG004	6	1.26112	2.36535	2.06848	2.11732	292
AC199571.3_FG003	1	0.238005	0.0526316	NA	-1.10559	11
AC199571.3_FG004	0	0	0	NA	NA	138
AC199577.4_FG004	3	0.646305	1.48676	NA	2.59371	68
AC199624.4_FG007	0	0	0	NA	NA	136
AC199632.4_FG007	14	2.96147	4.72424	NA	1.74514	370
AC199633.4_FG001	4	0.839203	1.65746	0.772633	2.08664	269
AC199703.3_FG001	0	0	0	0	NA	188
AC199705.3_FG006	4	0.8481	1.08289	NA	0.598729	177
AC199705.3_FG008	0	0	0	0	NA	98
AC199768.4_FG006	7	1.46432	1.56549	3.87893	0.173139	320
AC199782.5_FG001	2	0.419025	0.0900794	0.00239821	-1.30938	242
AC199782.5_FG002	1	0.207531	0.205383	0.026501	-0.0128124	305
AC199782.5_FG003	2	0.421732	0.721809	1.2331	1.19447	208
AC199820.4_FG006	3	0.627822	1.07168	0.582058	1.36978	86
AC199826.4_FG003	4	0.910558	0.669984	0.10407	-0.613489	178
AC199858.4_FG002	13	2.72879	1.39359	5.32762	-1.40536	362
AC199873.4_FG004	0	0	0	0	NA	132
AC199878.4_FG001	3	0.627822	0.444206	0.0385561	-0.566651	318
AC199908.4_FG002	0	0	0	NA	NA	14
AC199911.5_FG001	1	0.207531	0.426087	NA	1.30349	108
AC199922.3_FG003	11	2.32273	1.96167	6.69252	-0.435291	410
AC199961.4_FG001	0	0	0	NA	NA	125
AC199961.4_FG004	2	0.446981	0.493829	NA	0.186481	171
AC200057.4_FG007	12	2.52145	4.43077	4.28071	2.14558	271
AC200069.4_FG002	7	1.48235	2.30531	1.72494	1.40843	55
AC200099.4_FG006	4	0.866021	1.52771	NA	1.68739	102
AC200109.4_FG002	2	0.424825	0.906973	0.788759	1.9192	175
AC200117.3_FG004	1	0.211494	0.0615079	NA	-0.894535	126
AC200138.3_FG003	1	0.221297	0.11086	0.00678733	-0.658662	86
AC200143.3_FG003	1	0.227534	0.0850242	NA	-0.849946	72
AC200184.3_FG003	14	2.92992	4.62051	3.8424	1.67369	242
AC200215.3_FG002	0	0	0	NA	NA	117
AC200225.5_FG001	3	0.631848	0.291455	NA	-1.05047	53
AC200238.4_FG001	0	0	0	0	NA	161
AC200287.4_FG006	4	0.907499	1.32509	NA	1.0649	141
AC200298.4_FG001	3	0.63927	1.37954	0	2.28453	167
AC200753.3_FG003	12	2.57167	2.01532	3.41034	-0.625197	621
AC200852.4_FG008	4	0.838304	1.34563	0.503762	1.29373	219
AC200874.4_FG003	3	0.630407	0.80701	1.74232	0.545012	166
AC200881.4_FG004	12	2.53392	1.93381	4.98567	-0.674373	288
AC200881.4_FG007	1	0.219447	0.171209	NA	-0.287697	63
AC200904.3_FG003	10	2.18284	2.78765	3.36464	0.786695	325
AC201740.3_FG003	2	0.432058	0.581972	NA	0.596739	92
AC201757.3_FG002	4	0.833975	0.808078	1.16997	-0.0660408	60
AC201769.3_FG002	0	0	0	NA	NA	87
AC201771.3_FG005	7	1.47029	2.10134	1.38945	1.07998	372
AC201815.4_FG001	2	0.417593	0.115891	0.00351185	-1.20093	440
AC201832.3_FG006	6	1.27926	2.24496	0.0528821	1.8517	114
AC201909.4_FG004	1	0.208796	0.507463	0.507463	1.78128	219
AC201978.4_FG005	1	0.229885	0.206131	0.0264271	-0.141672	331
AC202035.4_FG003	5	1.0666	1.97499	0.0298368	1.98493	277
AC202069.3_FG002	3	0.643335	0.832768	NA	0.584606	58
AC202073.4_FG001	10	2.12687	2.47563	2.99545	0.45365	255
AC202076.3_FG009	5	1.05766	2.05758	NA	2.18493	77
AC202076.3_FG011	19	4.00302	5.60316	4.77041	1.22301	239
AC202101.3_FG002	12	2.57243	4.62482	NA	2.30635	226
AC202122.2_FG001	0	0	0	NA	NA	39
AC202139.3_FG007	6	1.31104	1.35695	NA	0.0880457	133
AC202139.3_FG008	1	0.225329	0.119681	0	-0.630096	144
AC202185.4_FG004	3	0.631726	0.578524	2.83683	-0.164184	135
AC202435.3_FG001	0	0	0	NA	NA	50
AC202439.3_FG001	1	0.223254	0.274286	NA	0.30436	131
AC202439.3_FG003	9	1.9014	2.09309	1.66391	0.270826	196
AC202439.3_FG004	1	0.219447	0.139762	NA	-0.475248	118
AC202439.3_FG005	7	1.47093	2.26588	0.561432	1.36049	240
AC202439.3_FG006	7	1.46972	2.18863	1.91992	1.23035	545
AC202567.4_FG004	3	0.660191	0.218056	NA	-1.36446	172
AC202707.3_FG001	4	0.837938	1.03745	0.250519	0.508771	384
AC202707.3_FG002	15	3.14837	4.45105	3.34924	1.2175	314
AC202855.3_FG004	6	1.27651	2.78911	1.80962	2.90036	185
AC202864.3_FG002	1	0.214445	0.259322	NA	0.267653	182
AC202867.3_FG008	1	0.219447	0.484277	NA	1.57948	68
AC202902.3_FG001	1	0.219447	0.037037	0.000698812	-1.08791	187
AC202915.3_FG002	4	0.844973	1.41198	0.400722	1.44594	243
AC202921.3_FG004	0	0	0	NA	NA	35
AC202930.4_FG003	4	0.835186	1.43371	1.01405	1.52631	123
AC202950.3_FG008	17	3.6147	5.61321	0.00301659	1.68034	262
AC202974.3_FG004	4	0.84899	1.13289	1.50429	0.723973	162
AC202984.3_FG004	7	1.48784	2.47334	2.94696	1.68662	83
AC203006.3_FG005	15	3.14147	5.95468	4.39369	2.62925	209
AC203009.3_FG005	3	0.631848	0.673567	NA	0.128749	261
AC203031.3_FG002	3	0.634545	0.745096	3.15011	0.341166	131
AC203048.3_FG001	0	0	0	NA	NA	60
AC203148.3_FG005	1	0.210116	0.261072	NA	0.303909	45
AC203159.3_FG010	2	0.42587	0.604971	NA	0.712914	69
AC203160.3_FG002	6	1.26571	2.15097	0.921014	1.69745	136
AC203173.3_FG001	1	0.208796	0.163301	NA	-0.27134	186
AC203173.3_FG002	7	1.48052	2.52274	0.961843	1.78368	452
AC203173.3_FG004	17	3.56492	4.93165	11.395	1.14914	568
AC203220.3_FG004	5	1.06117	1.09244	0.0315928	0.0683376	172
AC203265.3_FG002	2	0.463334	0.724115	NA	1.03805	205
AC203278.4_FG001	7	1.46306	0.991064	5.727	-0.807787	179
AC203280.3_FG001	5	1.08206	1.25997	NA	0.388768	182
AC203287.3_FG004	6	1.26913	1.94771	0.816474	1.30115	297
AC203294.3_FG001	12	2.54646	2.19059	1.98143	-0.399907	320
AC203294.3_FG012	3	0.633226	1.05114	NA	1.28973	128
AC203323.2_FG001	3	0.631726	0.648651	NA	0.0522326	172
AC203326.3_FG002	2	0.420291	0.307824	NA	-0.447678	377
AC203369.3_FG004	5	1.05238	1.47062	1.60884	0.913906	339
AC203381.3_FG006	0	0	0	NA	NA	64
AC203392.3_FG004	5	1.05538	1.5478	0.996353	1.076	322
AC203408.4_FG003	1	0.221297	0.26546	NA	0.263393	230
AC203535.4_FG001	11	2.30668	2.89219	4.50849	0.705872	603
AC203535.4_FG004	7	1.46967	2.72545	4.78164	2.14916	134
AC203535.4_FG006	0	0	0	0	NA	95
AC203571.3_FG001	1	0.216029	0.0677556	NA	-0.884319	21
AC203745.3_FG005	3	0.630407	1.30257	1.6062	2.07435	161
AC203748.3_FG002	0	0	0	NA	NA	11
AC203753.4_FG006	4	0.854401	1.43195	0.303643	1.47282	404
AC203753.4_FG007	0	0	0	NA	NA	41
AC203754.4_FG007	4	0.902903	0.720235	0.107866	-0.465822	127
AC203761.3_FG002	4	0.843455	0.470098	0.0309594	-0.952099	443
AC203768.3_FG005	0	0	0	NA	NA	4
AC203811.3_FG008	2	0.422988	0.360119	0	-0.250252	135
AC203812.3_FG004	3	0.637496	1.24485	0.587275	1.87432	164
AC203841.3_FG001	9	1.91775	2.80893	0.718613	1.25912	114
AC203841.3_FG002	34	7.11512	8.74937	13.3792	0.744425	645
AC203841.3_FG009	13	2.72503	3.47566	1.5672	0.790076	275
AC203843.4_FG004	1	0.208796	0.0294118	1.97059	-1.06987	161
AC203847.3_FG004	3	0.654914	1.18004	NA	1.62057	136
AC203847.3_FG009	0	0	0	NA	NA	200
AC203862.4_FG001	0	0	0	NA	NA	364
AC203862.4_FG002	3	0.625179	0.327612	0.0505176	-0.918312	492
AC203862.4_FG003	2	0.415063	0.304762	0.0430642	-0.439055	250
AC203862.4_FG004	1	0.208796	0.0294118	NA	-1.06987	208
AC203862.4_FG005	1	0.208796	0.0294118	1.97059	-1.06987	310
AC203865.3_FG001	1	0.208796	0.0294118	0.000438982	-1.06987	244
AC203865.3_FG002	3	0.629141	0.281097	3.97287	-1.07409	344
AC203900.3_FG006	1	0.214445	0.440113	NA	1.34591	9
AC203909.3_FG003	7	1.50783	0.982449	0.0105339	-0.899146	315
AC203909.3_FG007	11	2.36015	3.4137	1.21	1.27013	350
AC203909.3_FG010	0	0	0	NA	NA	82
AC203955.3_FG005	0	0	0	NA	NA	19
AC203956.3_FG004	0	0	0	0	NA	75
AC203957.3_FG004	10	2.12176	3.40211	0.387949	1.6654	115
AC203966.5_FG002	0	0	0	NA	NA	14
AC203966.5_FG003	2	0.430474	0.95675	0.218391	2.09486	100
AC203966.5_FG004	5	1.06392	1.64135	NA	1.26175	163
AC203966.5_FG005	2	0.42161	0.677531	0.194752	1.0187	266
AC203966.5_FG006	0	0	0	NA	NA	55
AC203971.3_FG004	5	1.05095	0.460037	2.01416	-1.29122	454
AC203972.3_FG001	29	6.08316	7.34819	11.2473	0.665681	603
AC203985.4_FG001	3	0.662478	0.652132	0.729084	-0.0319297	153
AC203985.4_FG005	4	0.835295	0.487492	5.10624	-0.886934	97
AC203989.4_FG001	6	1.26081	1.451	0.159456	0.364686	179
AC204007.3_FG008	6	1.29132	2.44136	0.977466	2.20518	122
AC204048.3_FG002	1	0.210116	0.030303	NA	-1.07243	57
AC204050.4_FG006	3	0.633104	1.26086	NA	1.93731	213
AC204053.2_FG001	3	0.627822	0.844169	0.00198413	0.667662	269
AC204212.4_FG001	3	0.633104	0.729813	0.220615	0.298449	63
AC204254.3_FG001	0	0	0	NA	NA	46
AC204292.4_FG002	14	2.94272	4.49336	9.87724	1.53514	461
AC204292.4_FG003	0	0	0	NA	NA	105
AC204292.4_FG006	12	2.53843	3.88424	3.49819	1.51233	576
AC204298.3_FG006	16	3.36101	3.36913	0.0041958	0.0071891	509
AC204300.3_FG003	5	1.05238	0.386381	3.8844	-1.45529	402
AC204311.4_FG004	0	0	0	NA	NA	114
AC204322.2_FG002	0	0	0	0	NA	64
AC204352.3_FG011	6	1.27513	1.3481	0.333128	0.139907	207
AC204352.3_FG012	4	0.843708	1.3619	NA	1.32145	111
AC204359.3_FG005	7	1.51276	2.09	2.22205	0.987896	243
AC204381.3_FG001	2	0.423051	0.905922	NA	1.92208	36
AC204384.3_FG003	3	0.629141	0.674061	0.0149068	0.138624	156
AC204384.3_FG004	6	1.25168	1.22429	1.44994	-0.0525201	327
AC204418.3_FG006	16	3.36936	3.54761	12.3455	0.157785	582
AC204437.3_FG004	2	0.421732	0.407473	0.00475939	-0.0567569	80
AC204472.3_FG002	4	0.836506	1.33276	3.20455	1.26551	138
AC204476.3_FG004	1	0.212935	0.0634585	NA	-0.891497	29
AC204502.4_FG006	4	0.84322	1.62241	0.0496032	1.98703	139
AC204515.4_FG004	4	0.855038	0.968672	0.160714	0.289778	261
AC204515.4_FG006	10	2.10422	1.65672	1.20481	-0.582074	341
AC204517.3_FG002	2	0.420232	0.403263	0.011655	-0.0675441	230
AC204530.4_FG002	12	2.52174	1.38255	10.8226	-1.28015	414
AC204530.4_FG003	3	0.635923	0.887228	0.962302	0.775543	261
AC204530.4_FG005	11	2.31452	2.17779	NA	-0.164839	152
AC204530.4_FG006	5	1.0521	1.7956	2.26199	1.62464	258
AC204539.4_FG002	1	0.221297	0.0384615	0.000754148	-1.09045	55
AC204539.4_FG003	0	0	0	NA	NA	42
AC204552.3_FG001	0	0	0	NA	NA	29
AC204569.3_FG002	0	0	0	NA	NA	178
AC204573.3_FG015	13	2.86607	4.3514	0.784314	1.56338	112
AC204591.3_FG002	3	0.633167	0.297031	NA	-1.03734	61
AC204596.3_FG005	0	0	0	0	NA	151
AC204604.3_FG008	6	1.2503	1.63512	0.838087	0.737876	112
AC204605.3_FG008	2	0.446508	0.548571	NA	0.406267	107
AC204611.4_FG001	7	1.48493	1.23223	0.333271	-0.432468	271
AC204641.5_FG001	4	0.852239	0.713908	0.0979687	-0.352759	287
AC204659.3_FG005	0	0	0	NA	NA	27
AC204711.3_FG001	2	0.416328	0.310924	1.9147	-0.419563	124
AC204711.3_FG002	12	2.52474	3.48008	6.85168	1.07355	416
AC204711.3_FG003	3	0.633226	0.873208	NA	0.740601	68
AC204712.3_FG002	0	0	0	NA	NA	99
AC204756.4_FG003	3	0.656498	1.2012	0.218391	1.681	299
AC204768.3_FG001	0	0	0	NA	NA	96
AC204842.3_FG003	6	1.25685	1.83672	1.72432	1.11188	156
AC204857.3_FG001	2	0.432382	0.562239	NA	0.5169	152
AC204868.3_FG004	5	1.05087	1.24986	NA	0.434813	83
AC204887.4_FG004	1	0.212935	0.418826	0.171338	1.22796	19
AC204893.3_FG001	1	0.227534	0.0850242	NA	-0.849946	44
AC204921.4_FG011	9	1.89007	0.586808	3.76067	-1.84134	259
AC204931.3_FG004	0	0	0	NA	NA	7
AC205008.4_FG002	5	1.065	1.74251	0.0438982	1.48043	532
AC205012.3_FG002	0	0	0	NA	NA	345
AC205024.3_FG001	2	0.42738	0.620729	NA	0.769633	84
AC205024.3_FG002	4	0.866889	0.88329	3.59056	0.041826	139
AC205057.3_FG002	0	0	0	NA	NA	246
AC205057.3_FG004	0	0	0	0	NA	105
AC205072.3_FG010	8	1.69559	1.69994	6.26801	0.00673732	247
AC205100.3_FG001	0	0	NA	NA	NA	NA
AC205122.4_FG003	2	0.418913	1.00306	0	2.32522	143
AC205122.4_FG004	7	1.49018	1.95718	3.37028	0.799244	194
AC205122.4_FG005	3	0.631848	0.434912	NA	-0.607758	279
AC205122.4_FG006	26	5.73009	5.89274	7.44812	0.0943917	484
AC205122.4_FG007	4	0.903366	1.15331	NA	0.637389	195
AC205122.4_FG008	6	1.27012	1.68919	0.30174	0.803559	353
AC205122.4_FG009	10	2.13421	2.19521	NA	0.0793498	186
AC205122.4_FG010	23	4.85881	5.5686	6.38383	0.45922	569
AC205142.3_FG001	3	0.636319	0.977826	0.449385	1.05391	163
AC205154.3_FG005	11	2.3202	2.65421	2.7054	0.402681	236
AC205250.3_FG004	0	0	0	NA	NA	31
AC205250.3_FG006	1	0.214445	0.183051	NA	-0.187238	108
AC205251.3_FG002	0	0	0	NA	NA	57
AC205274.3_FG001	3	0.636177	1.51015	0.478051	2.69714	114
AC205314.3_FG010	5	1.07623	1.00069	3.65385	-0.165065	190
AC205320.3_FG004	4	0.85958	1.45541	1.86456	1.51942	125
AC205326.3_FG002	3	0.625124	0.604031	3.22381	-0.0650953	220
AC205345.3_FG002	1	0.227534	0.0850242	NA	-0.849946	155
AC205362.4_FG002	9	1.9025	2.61249	0.912478	1.00314	340
AC205376.4_FG003	6	1.26357	1.43021	0.0974889	0.319515	118
AC205405.3_FG001	2	0.42738	0.435298	NA	0.0315189	94
AC205413.4_FG001	2	0.42738	0.637652	0.318725	0.836992	135
AC205419.3_FG001	15	3.14417	4.40161	9.28938	1.17521	656
AC205470.3_FG008	1	0.225329	0.0815603	NA	-0.857451	391
AC205471.4_FG003	11	2.29572	3.5271	3.94708	1.48454	304
AC205471.4_FG008	2	0.433722	0.857732	NA	1.68778	99
AC205485.3_FG011	3	0.675567	0.660021	NA	-0.0479767	230
AC205492.3_FG002	2	0.420466	0.405013	0.0335404	-0.0615132	328
AC205500.3_FG002	2	0.441979	0.150561	NA	-1.16	175
AC205502.4_FG002	0	0	NA	NA	NA	NA
AC205502.4_FG003	6	1.27199	1.31144	2.2596	0.0756296	147
AC205502.4_FG004	12	2.50907	3.55794	2.70397	1.17865	363
AC205502.4_FG005	13	2.73962	3.3368	3.26506	0.628557	240
AC205521.3_FG003	5	1.04691	1.92588	2.9722	1.92065	320
AC205536.3_FG003	1	0.210116	0.321212	0.0787879	0.662591	269
AC205562.3_FG002	1	0.217694	0.0701299	NA	-0.880088	156
AC205564.3_FG001	0	0	0	NA	NA	29
AC205568.3_FG007	1	0.207531	0.0285714	1.97143	-1.06734	179
AC205574.3_FG006	1	0.219447	0.498253	0.369672	1.66283	258
AC205608.4_FG004	12	2.51382	2.8731	3.45209	0.403739	363
AC205615.4_FG002	1	0.221297	0.0384615	NA	-1.09045	87
AC205677.3_FG001	25	5.24599	7.94387	8.32655	1.62132	790
AC205677.3_FG002	4	0.839145	1.83306	1.16503	2.53459	96
AC205677.3_FG005	23	4.84468	8.04731	4.72308	2.07204	576
AC205703.4_FG001	9	1.90701	2.6703	0.478051	1.07843	122
AC205703.4_FG005	17	3.56806	6.01005	6.65562	2.05321	351
AC205703.4_FG007	3	0.648275	0.866884	0.334677	0.674643	112
AC205703.4_FG008	17	3.5617	4.95532	4.13356	1.17175	466
AC205703.4_FG010	10	2.08963	2.91071	2.10286	1.06801	745
AC205709.3_FG001	1	0.214445	0.259322	NA	0.267653	21
AC205725.3_FG010	1	0.227534	0.124638	0	-0.613686	82
AC205730.3_FG001	10	2.11745	4.15752	NA	2.6536	478
AC205730.3_FG002	7	1.47952	1.69885	1.34283	0.375362	313
AC205735.3_FG006	4	0.842077	1.2215	0.592224	0.967568	328
AC205791.3_FG005	9	1.89722	1.48641	7.91708	-0.580431	352
AC205814.3_FG003	4	0.86847	1.44903	1.26252	1.48048	125
AC205820.3_FG002	3	0.644993	0.502313	0.969071	-0.440321	248
AC205886.3_FG001	1	0.241151	0.203175	NA	-0.226495	3
AC205888.4_FG004	0	0	0	NA	NA	66
AC206030.4_FG001	2	0.433722	0.655622	NA	0.883277	356
AC206031.3_FG005	12	2.58051	4.46963	NA	2.12289	270
AC206060.3_FG001	13	2.7582	2.09704	4.88639	-0.695895	605
AC206165.3_FG007	13	2.73594	3.55032	1.89011	0.857168	320
AC206165.3_FG009	2	0.434748	0.523447	NA	0.353068	51
AC206168.2_FG003	1	0.212935	0.150714	NA	-0.371095	56
AC206201.3_FG009	0	0	0	NA	NA	146
AC206217.2_FG006	2	0.420232	0.515152	NA	0.37783	99
AC206223.3_FG001	20	4.17114	5.4792	8.94325	0.956348	280
AC206223.3_FG002	18	3.82276	3.25453	10.7573	-0.454979	389
AC206223.3_FG004	2	0.42587	0.864093	0	1.74436	73
AC206223.3_FG006	34	7.13426	7.17679	12.1704	0.0193706	362
AC206223.3_FG007	0	0	0	NA	NA	77
AC206223.3_FG008	15	3.14423	4.77751	4.47351	1.52648	552
AC206223.3_FG010	6	1.26627	1.48176	0.733749	0.413191	72
AC206259.3_FG002	7	1.46834	1.67499	1.97761	0.353666	668
AC206259.3_FG003	0	0	0	0	NA	378
AC206266.3_FG001	0	0	0	0	NA	125
AC206283.3_FG003	3	0.622594	0.560663	NA	-0.191124	378
AC206319.2_FG004	2	0.432138	0.855697	NA	1.68599	68
AC206325.3_FG003	0	0	NA	NA	NA	NA
AC206326.3_FG004	2	0.436189	0.0722581	NA	-1.44864	366
